Codi	URL	Nom	Descripció	Telèfon	Web	E-mail	"Xarxa social 1"	"Xarxa social 2"	"Xarxa social 3"	"Xarxa social 4"	Adreça	Districte	Barri	Longitud	Latitud	"Icona 1 (Principal)"	"Icona 2"	"Icona 3"	"Icona 4"	"Icona 5"	"Icona 6"	"Icona 7"	"Icona 8"	"Icona 9"	"Icona 10"	"Icona 11"	"Icona 12"	"Icona 13"	"Icona 14"	"Icona 15"	"Icona 16"	"Icona 17"	"Icona 18"	"Icona 19"	"Icona 20"	"Icona 21"	"Icona 22"	"Icona 23"	"Icona 24"	"Icona 25"	"Icona 26"	"Icona 27"	"Icona 28"	"Icona 29"	"Icona 30"	"Icona 31"	"Icona 32"	Etiquetes	Itineraris
556ed2f00a92f485778b456f	http://www.bcnsostenible.cat/web/punt/556ed2f00a92f485778b456f	"Cal Romesco"	"La xarxa de botigues de Cal Romesco té com a missió  millorar la teva salut i dels que t'envolten. Dins de la botiga trobarás productes socials, ecològics i de proximitat. Les persones treballadores pateixen un dels diferents trastorns mental severs i lluiten a diari contra l'estigma de la societat. <br />
<br />
Tots els proveïdors de Cal Romesco compleixen amb un dels 3 requisits bàsics: SOCIAL (centres especials de treball o empreses d'inserció que donen feina a persones amb capacitats especials),  ECOLOGIC (certificació europea) i de  PROXIMITAT (compromís complir amb kmO)."		"http://www.calromesco.cat "						"Passeig Maragall, 124"	"Sant Andreu"	"El Congrés i els Indians"	2,17962850	41,42183660	a06	a03																																
556ed5490a92f413788b456a	http://www.bcnsostenible.cat/web/punt/556ed5490a92f413788b456a	"La Nupa"	"Venda al detall i a l'engrós de fruits secs i llegums, així com la importació i exportació de productes alimentaris."				https://www.facebook.com/FruitasIVerduras30/?__tn__=kC-R&eid=ARAcJoXXUgo8dZeoNqvloYYAmewuErodlB2c7ki_tvwt4J3tOh4ZIAH7sUKsylp_yzn5R7_7NMnE6IQe&hc_ref=ARQJ-MLHD6oe857_g9RVrGhQdW84LHpnYnSEW0a55gNQf6OhrQiWtuiZPr80f7CspNw&fref=nf&__xts__[0]=68.ARCCXQUIYlnt3Nva3Ep-lpSzT7strWT-b5D91ReunLneNu9Uf-OcgqNPksEM6NPX9je-dtct_mK8PXCQLThA6gCmSOGk8D39qBjk8KfP3nuJmx6ain-tD6ZX8L-6NHgVkOgJWkFyWyKHFc4vMK7Djo6jfPnB0KTuYUVfrfgU7W-q78k4jV7QGy_A4Oi0_2Qk3t_2AdYhPAqn_wZkvYiN3KwlhBVdjCLAF_vA8xnFWIxTfc0wG2XpPD5nIuyQuUQh3Hh5O6Ta4NyveEMB3jdr7TWxQ9dY8cigpbj1-gVBDrUXisBRSekUmQB4iLdGfLmwrJtziXBHTSuUHLq2j2I		https://www.facebook.com/FruitasIVerduras30/?__tn__=kC-R&eid=ARAcJoXXUgo8dZeoNqvloYYAmewuErodlB2c7ki_tvwt4J3tOh4ZIAH7sUKsylp_yzn5R7_7NMnE6IQe&hc_ref=ARQJ-MLHD6oe857_g9RVrGhQdW84LHpnYnSEW0a55gNQf6OhrQiWtuiZPr80f7CspNw&fref=nf&__xts__[0]=68.ARCCXQUIYlnt3Nva3Ep-lpSzT7strWT-b5D91ReunLneNu9Uf-OcgqNPksEM6NPX9je-dtct_mK8PXCQLThA6gCmSOGk8D39qBjk8KfP3nuJmx6ain-tD6ZX8L-6NHgVkOgJWkFyWyKHFc4vMK7Djo6jfPnB0KTuYUVfrfgU7W-q78k4jV7QGy_A4Oi0_2Qk3t_2AdYhPAqn_wZkvYiN3KwlhBVdjCLAF_vA8xnFWIxTfc0wG2XpPD5nIuyQuUQh3Hh5O6Ta4NyveEMB3jdr7TWxQ9dY8cigpbj1-gVBDrUXisBRSekUmQB4iLdGfLmwrJtziXBHTSuUHLq2j2I	https://www.facebook.com/FruitasIVerduras30/?__tn__=kC-R&eid=ARAcJoXXUgo8dZeoNqvloYYAmewuErodlB2c7ki_tvwt4J3tOh4ZIAH7sUKsylp_yzn5R7_7NMnE6IQe&hc_ref=ARQJ-MLHD6oe857_g9RVrGhQdW84LHpnYnSEW0a55gNQf6OhrQiWtuiZPr80f7CspNw&fref=nf&__xts__[0]=68.ARCCXQUIYlnt3Nva3Ep-lpSzT7strWT-b5D91ReunLneNu9Uf-OcgqNPksEM6NPX9je-dtct_mK8PXCQLThA6gCmSOGk8D39qBjk8KfP3nuJmx6ain-tD6ZX8L-6NHgVkOgJWkFyWyKHFc4vMK7Djo6jfPnB0KTuYUVfrfgU7W-q78k4jV7QGy_A4Oi0_2Qk3t_2AdYhPAqn_wZkvYiN3KwlhBVdjCLAF_vA8xnFWIxTfc0wG2XpPD5nIuyQuUQh3Hh5O6Ta4NyveEMB3jdr7TWxQ9dY8cigpbj1-gVBDrUXisBRSekUmQB4iLdGfLmwrJtziXBHTSuUHLq2j2I	"Carrer Sant Pere Més Baix, 27"	"Ciutat Vella"	"Sant Pere, Santa Caterina i la Ribera"	2,17718660	41,38704240	a06																																	
556ed7d40a92f4cb768b456f	http://www.bcnsostenible.cat/web/punt/556ed7d40a92f4cb768b456f	"El Safareig"	"<iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/Iilpo7-pOis"" width=""100%""></iframe><br />
<br />
A El Safareig ens dediquem en cos i ànima a portar els millors productes de neteja i higiene personal a la nostra botiga, on els podràs comprar a granel detergents i sabons i així donar un cop de mà al medi ambient.<br />
Som una empresa familiar que treballa amb empreses petites i de proximitat per donar-te la millor qualitat i el millor preu.<br />
Fan servir envasos reutilitzables.<br />
 "		http://www.el-safareig.cat		https://www.facebook.com/safareig/		https://www.facebook.com/safareig/	https://www.facebook.com/safareig/	"Carrer Santa Eugènia, 5"	Gràcia	"Vila de Gràcia"	2,15443380	41,40006070	a06	a04																															"Detergents granel,Caminades19,plàsticzero"	"Comerç Verd de la Vila de Gràcia ( https://bcnsostenible.cat/web/itinerari/5694fb5c24dd5dc54a8b4569 ), Caminades per la sostenibilitat: Sostenibles amb Gràcia ( https://bcnsostenible.cat/web/itinerari/5af9310524dd5d43438b4567 ), Caminades per la Sostenibilitat 2019: Sostenibles amb Gràcia ( https://bcnsostenible.cat/web/itinerari/5cde7ab824dd5db0588b456a ), Compromís Barcelona Plàstic Zero ( https://bcnsostenible.cat/web/itinerari/61c9dce6940cd7c4358b457d ), "
556edd030a92f4197c8b4568	http://www.bcnsostenible.cat/web/punt/556edd030a92f4197c8b4568	"Cafés el Magnífico"	"Estem orgullosos d'oferir un cafè que parla del seu origen, que està viu i que vostè gaudirà.<br />
A Cafés el Magnífico ens dediquem exclusivament a buscar, seleccionar, torrar i oferir-li els millors cafès d'origen del món."		http://www.cafeselmagnifico.com						"Carrer Argenteria, 64"	"Ciutat Vella"	"Sant Pere, Santa Caterina i la Ribera"	2,18100910	41,38354010	a06																																plàsticzero	"Comerç Verd de St. Pere, Sta. Caterina i la Ribera ( https://bcnsostenible.cat/web/itinerari/5694e3fe24dd5d1d498b4567 ), Compromís Barcelona Plàstic Zero ( https://bcnsostenible.cat/web/itinerari/61c9dce6940cd7c4358b457d ), "
556ede870a92f411788b4574	http://www.bcnsostenible.cat/web/punt/556ede870a92f411788b4574	"Il caffè di Roma"	"Des de 1895 difonem al món la passió italiana pel cafè."		http://www.lavazza.es/es/away-from-home/coffee-shop/caffe-di-roma/						"Avinguda Diagonal, 466"	Gràcia	"Vila de Gràcia"	2,15675310	41,39607890	a06																																	
556eea820a92f46d7e8b456f	http://www.bcnsostenible.cat/web/punt/556eea820a92f46d7e8b456f	"La Botiga Natural"	"Alimentació i herbodietètica ECO. Fruita, verdura i nous a granel. El producte és de proximitat en la mesura del possible, tenen algun producte de comerç just i ofereixen bosses compostables."		https://labotiganatural.com/index.php?		https://www.facebook.com/la.b.natural		https://www.facebook.com/la.b.natural	https://www.facebook.com/la.b.natural	"Carrer Rosselló, 441"	Eixample	"Sagrada Família"	2,17366950	41,40575950	a03	a06	a09																														"comerç verd"	"Comerç Verd de Sagrada Família ( https://bcnsostenible.cat/web/itinerari/5809e1d924dd5df9188b4567 ), "
556ef67f0a92f4e77f8b4567	http://www.bcnsostenible.cat/web/punt/556ef67f0a92f4e77f8b4567	"Herboristeria Margarida"	"Establiment on es venen herbes a granel."				https://www.facebook.com/pages/Herboristeria-Margarida/470226336373719?sk=timeline&ref=page_internal		https://www.facebook.com/pages/Herboristeria-Margarida/470226336373719?sk=timeline&ref=page_internal	https://www.facebook.com/pages/Herboristeria-Margarida/470226336373719?sk=timeline&ref=page_internal	"Carrer Lepant, 172"	Eixample	"Fort Pienc"	2,18375380	41,39936260	a06	a03	a04																														plàsticzero	"Comerç Verd de Fort Pienc ( https://bcnsostenible.cat/web/itinerari/57ab204324dd5d5e078b4568 ), Compromís Barcelona Plàstic Zero ( https://bcnsostenible.cat/web/itinerari/61c9dce6940cd7c4358b457d ), "
556efb970a92f4e4018b456b	http://www.bcnsostenible.cat/web/punt/556efb970a92f4e4018b456b	"I love food"	"""Fruita i verdura de veritat, de la d’abans, ecològica i plena de gust, espectacular...<br />
Un racó màgic ple de productes selectes, 100% artesans, súper autèntics!"""		http://www.ilovefood.es						"Carrer Muntaner, 476"	"Sarrià - Sant Gervasi"	"Sant Gervasi - Galvany"	2,13843920	41,40257230	a06	a03																																
556f18e40a92f49c048b4568	http://www.bcnsostenible.cat/web/punt/556f18e40a92f49c048b4568	"Centre dietètic i herbolari"	"Alimentació ecològica. Alimentació per a celíacs. Herbolari. Dietètica. Teràpies naturals. Estètica"				https://www.facebook.com/pages/Centre-Diet%C3%A8tic-i-Herbolari/358802014186142		https://www.facebook.com/pages/Centre-Diet%C3%A8tic-i-Herbolari/358802014186142	https://www.facebook.com/pages/Centre-Diet%C3%A8tic-i-Herbolari/358802014186142	"Carrer Sardenya, 371"	Gràcia	"Camp d'en Grassot i Gràcia Nova"	2,16938860	41,40625130	a06	a03																																
556f1b6e0a92f49c048b4569	http://www.bcnsostenible.cat/web/punt/556f1b6e0a92f49c048b4569	"Herbolari el Born"	"El nostre herbolari va néixer a Barcelona el 1984 en carrer Flassaders núm 20, just darrere del Museu Picasso. En aquell moment jo Mª Jesús, era professora de ioga, vegetariana i estava acostumada a tractar el meu cos amb plantes medicinals. A Joan li agradava la idea d'un herbolari en un barri de Barcelona tan autèntic com el Born i a més era on ell havia nascut, al carrer Flassaders núm 20. Vam decidir obrir aquí el nostre herbolari perquè volíem tractar d'una manera respectuosa la salut de les persones que acudissin al nostre establiment.<br />
<br />
Vam començar amb les plantes medicinals, i poc a poc vam anar afegint la mel, el pol·len, la gelea reial, el pròpolis, etc. Busquem empreses amb persones responsables i de qualitat humana, perquè ens subministressin tots els nostres productes. Així han transcorregut gairebé 30 anys arribant fins Vostès. Intentant en tot moment no perdre el nostre objectiu, que és atendre'ls de la millor manera i oferir-los el nostre servei i atenció per millorar la seva qualitat de vida."		http://www.herbolari-born.com/						"Carrer Flassaders, 14"	"Ciutat Vella"	"Sant Pere, Santa Caterina i la Ribera"	2,18143900	41,38579150	a06	a05																															plàsticzero	"Comerç Verd de St. Pere, Sta. Caterina i la Ribera ( https://bcnsostenible.cat/web/itinerari/5694e3fe24dd5d1d498b4567 ), Compromís Barcelona Plàstic Zero ( https://bcnsostenible.cat/web/itinerari/61c9dce6940cd7c4358b457d ), "
556f1e800a92f483048b4567	http://www.bcnsostenible.cat/web/punt/556f1e800a92f483048b4567	"Herbolari del Rei"	"Herboristeria tradicional, amb gairebé 250 plantes medicinals seleccionades, espècies, cosmètica natural, olis essencials, mel, objectes específics."		https://www.facebook.com/herboristeriadelrei						"Carrer Vidre, 1"	"Ciutat Vella"	"Barri Gòtic"	2,17500830	41,38069690	a06																																	
556f20f80a92f454068b4567	http://www.bcnsostenible.cat/web/punt/556f20f80a92f454068b4567	"Àngel Jobal"	"Establiments on es ven a granel tés, herbes i espècies."								"Carrer Princesa, 38"	"Ciutat Vella"	"Sant Pere, Santa Caterina i la Ribera"	2,18133280	41,38595750	a06																																	
556f22f70a92f41e068b4567	http://www.bcnsostenible.cat/web/punt/556f22f70a92f41e068b4567	"Maria Casas Bióloga"	"Maria Casas, biòloga S L és una empresa dedicada a la venda al detall de productes d’herboristeria, cosmètica natural, complement dietètic i alimentació especial, natural i ecològica. En tots aquests vessants oferim selecció de productes amb experiència i coneixement tècnic.<br />
Aquest projecte va començar l’any 1987. A partir d’una afició i uns estudis varem iniciar un projecte de d’apropament de formes tradicionals associat al coneixement de primera línia. Varem creure i creiem que el que feien els nostres besavis i besàvies tenia un sentit, i nosaltres havíem d’intentar explicar-ho amb la tecnologia d’avui. Així triem bons productes per a davant de tot per a posar-los al servei de tots els clients que ens fan confiança.  <br />
 "		http://www.mariacasasbiologa.com						"Carrer del Mercat, 22"	"Sant Martí"	"El Clot"	2,18886190	41,43471660	a06																																	
556f25f50a92f413068b456a	http://www.bcnsostenible.cat/web/punt/556f25f50a92f413068b456a	"Maria Casas Bióloga"	"Maria Casas, biòloga S L és una empresa dedicada a la venda al detall de productes d’herboristeria, cosmètica natural, complement dietètic i alimentació especial, natural i ecològica. En tots aquests vessants oferim selecció de productes amb experiència i coneixement tècnic.<br />
Aquest projecte va començar l’any 1987. A partir d’una afició i uns estudis varem iniciar un projecte de d’apropament de formes tradicionals associat al coneixement de primera línia. Varem creure i creiem que el que feien els nostres besavis i besàvies tenia un sentit, i nosaltres havíem d’intentar explicar-ho amb la tecnologia d’avui. Així triem bons productes per a davant de tot per a posar-los al servei de tots els clients que ens fan confiança.  <br />
 "		http://www.mariacasasbiologa.com						"Carrer Rossend Nobas, 12"	"Sant Martí"	"El Clot"	2,18923930	41,40826110	a06																																	
556f2a360a92f464068b456d	http://www.bcnsostenible.cat/web/punt/556f2a360a92f464068b456d	"Més fresques que un enciam"	"A la  nostra botiga tenim fruita i verdura de temporada, que poden venir dels nostres horts de Cornellà i VIladecans, de les cooperatives agràries del Baix Llobregat o d’altres productors que col·laboren amb nosaltres. Tenim gènere amb segell ecològic o sense.<br />
<br />
Pensem que partir de criteris agroecològics, triant la temporada i la proximitat sigui la forma més sostenible, sana, ecològica i políticament més correcta de cultivar i alimentar-se.<br />
<br />
Sense envasos: reutilització de oueres i pots de la mel.<br />
Café de comerç just.<br />
 "		https://mesfresquesqueunenciam.coop/						"Carrer Riu de la Plata, 7"	Gràcia	"El Coll"	2,14937790	41,41684860	a03	a06	a09																															
55701b0c0a92f4cf2e8b4567	http://www.bcnsostenible.cat/web/punt/55701b0c0a92f4cf2e8b4567	"La Portorriqueña"	"Aquest establiment porta més d'un segle dedicant-se al torrat i venda de cafè de tot tipus de procedència: Guatemala, Puerto Rico, Colòmbia, Brasil ... el cafè caracolillo espera als que busquen descobrir sabors nous.<br />
També comercialitzen te."		http://www.bcngourmet.com/barcelona.asp?tienda=la-portoriquena						"Carrer d'en Xuclà, 25"	"Ciutat Vella"	"El Raval"	2,16931140	41,38374820	a06																																	
5570238b0a92f41a308b4567	http://www.bcnsostenible.cat/web/punt/5570238b0a92f41a308b4567	"Caj Chai"	"<br />
En 2004 la tienda de té y tetería Čaj Chai, pronunciado [Chai Chai], abrió en Barcelona la primera casa de té especializada en la importación, venta y compra de té con degustación de té de todo el mundo, donde uno puede comprar té y accesorios artesanos de primera calidad. Somos profesionales del té que nos dedicamos a la difusión de la cultura del té y a la formación, haciendo cursos, talleres y catas de té, así como ceremonias de té para grupos reducidos bajo reserva. Paralelamente, la tienda de té Čaj Chai ofrece servicio de atención personalizada como mayorista de té dedicada a suministrar al sector de hostelería un servicio de té de alta calidad con la formación profesional adecuada para prepararlo debidamente.<br />
 "		http://www.cajchai.com						"Carrer Sant Domènec del Call, 12"	"Ciutat Vella"	"Barri Gòtic"	2,17560270	41,38284560	a06																																	
557026630a92f40d308b4567	http://www.bcnsostenible.cat/web/punt/557026630a92f40d308b4567	"Herboristeria Món Natura"	"El Herbolari Món Natura neix el 18 de Gener del 2003 amb la intenció i interès de sembrar una llavor on floreixi el Benestar Total de les persones.<br />
<br />
Per a això, a la botiga pots trobar tot tipus de productes naturals, dietètica, Plantes Medicinals, Nutrició Ortomolecular, Alimentació Biològica, Cosmètica Natural, Llibres Especialitzats, Encens, Fades, Minerals i oferim Teràpies Naturals que ajudin a restablir l'equilibri interior i exterior com flors de Bach, Dietes Personalitzades, Naturopatia, massatges relaxants i terapèutics, Massatge Atlante i Acupuntura."		http://www.mon-natura.com/						"Carrer de la Ferreria, 28"	"Sants - Montjuïc"	Sants	2,13898160	41,37281750	a06	a03																																
557029030a92f40e308b4567	http://www.bcnsostenible.cat/web/punt/557029030a92f40e308b4567	"Casa de Armonía Asiatica"	"Establiment on es venen herbes i espècies a granel."								"Carrer Comte Borrell, 163"	Eixample	"La Nova Esquerra de l'Eixample"	2,15465200	41,38319920	a06																																plàsticzero	"Comerç Verd de la Nova Esquerra de l'Eixample ( https://bcnsostenible.cat/web/itinerari/5922cf8624dd5db6358b4567 ), Compromís Barcelona Plàstic Zero ( https://bcnsostenible.cat/web/itinerari/61c9dce6940cd7c4358b457d ), "
55702afe0a92f40e308b4568	http://www.bcnsostenible.cat/web/punt/55702afe0a92f40e308b4568	Masala	"Masala Barcelona es un viaje. Uno que termina y otro que empieza. Un viaje sensorial por el mundo de las texturas y los aromas, algunos nuevos, otros por conocer. También es una declaración de principios: hacer las cosas bien hechas, a tu gusto y con humildad, sin prisas ni presiones. ¡Prueba, experimenta, aprende! Cada uno de nosotros tiene una cosa que puede enseñar a los demás. En nuestro caso, un viaje a la India nos regaló las especias y su gastronomía; la afición por los tés ya venía de lejos. Y nosotros queremos compartirlo contigo. ¡Tés y especias a granel en el corazón del Poblenou!<br />
<br />
¡Sed bienvenidos!<br />
<br />
Anna y Jose"		http://botiga.masalabcn.com/index.php						"Carrer Marià Aguiló, 59"	"Sant Martí"	"El Poblenou"	2,20203270	41,40205800	a05	a06																																
557041140a92f4c6338b4567	http://www.bcnsostenible.cat/web/punt/557041140a92f4c6338b4567	"Herboristeria i dietètica Germinal"	"Consells, receptes i guia de consulta de herboristeria, dietètica i alimentació Bio per a una vida sana i natural."		http://www.germinalbcn.com						"Carrer Provença, 362"	Eixample	"Dreta de l'Eixample"	2,16815200	41,39960710	a03	a06																																
5570441f0a92f4c4338b4567	http://www.bcnsostenible.cat/web/punt/5570441f0a92f4c4338b4567	"Herboristeria Iris"	"Herbes, tes i espècies a granel. Productes d'alimentació ecològica i de proximitat (mel, pol·len,...). Higiene íntima sostenible (copes menstruals)."		https://www.herboristeriairis.com/		https://www.facebook.com/HerboristeriaIris/		https://www.facebook.com/HerboristeriaIris/	https://www.facebook.com/HerboristeriaIris/	"Carrer Villaroel, 161"	Eixample	"L'Antiga Esquerra de l'Eixample"	2,15326460	41,38771870	a06	a05																															plàsticzero	"Comerç Verd de l'Antiga Esquerra de l'Eixample ( https://bcnsostenible.cat/web/itinerari/5900bd1124dd5d66688b4567 ), Compromís Barcelona Plàstic Zero ( https://bcnsostenible.cat/web/itinerari/61c9dce6940cd7c4358b457d ), "
5570461c0a92f4c5338b4567	http://www.bcnsostenible.cat/web/punt/5570461c0a92f4c5338b4567	"Llegums de Sants"	"LLEGUMS DE SANTS és una empresa especialitzada en la venda d’aliments de qualitat amb un preu ajustat."		http://llegumssants.wix.com/web#!la-botiga						"Carrer Carreras Candi, 89"	"Sants - Montjuïc"	Sants-Badal	2,12880380	41,37201390	a06	a09																																
557048460a92f4c4338b4568	http://www.bcnsostenible.cat/web/punt/557048460a92f4c4338b4568	Pre&Ca					https://es-la.facebook.com/pages/PreCa/1647265802179508		https://es-la.facebook.com/pages/PreCa/1647265802179508	https://es-la.facebook.com/pages/PreCa/1647265802179508	"Carrer Aribau, 101"	Eixample	"L'Antiga Esquerra de l'Eixample"	2,15673770	41,39021390	a06																																	
55704b720a92f4c7338b456a	http://www.bcnsostenible.cat/web/punt/55704b720a92f4c7338b456a	"Bodega Fermín"	"La bodega Fermin va ser fundada l’any 1967 per en Fermin i la seva dona, la Soledad. Els seus fills, en Josep i la Rosa són els que la fan funcionar a l’actualitat. És bastant àmplia, amb taules, una barra i un altell també amb taules. Té una bona col·lecció de botes i encara despatxen vi a doll."		https://ajuntament.barcelona.cat/agendajove/ca/detall/bodega-fermin_99400634464.html						"Carrer Indústria, 273"	"Sant Martí"	"El Camp de l'Arpa del Clot"	2,18049850	41,41444560	a06																																	
55705f2a0a92f4c6338b456f	http://www.bcnsostenible.cat/web/punt/55705f2a0a92f4c6338b456f	"Olis i sabons E. Figols"	"Establiment on es venen productes de la llar (sabons, detergents, ...) a granel."								"Carrer Cabres, 15"	"Ciutat Vella"	"El Raval"	2,17110130	41,38239750	a06																																"Detergents granel"	
557077b00a92f4ef498b4567	http://www.bcnsostenible.cat/web/punt/557077b00a92f4ef498b4567	"Family beer"	"En Family beer nos dedicamos a enseñaros a hacer en vuestra casa la cerveza que os gustaria probar. Y lo mejor de todo es que es sencillo y divertido.<br />
 "		https://family-beer.com/						"Carrer Joan Blanques, 53"	Gràcia	"Vila de Gràcia"	2,15964300	41,40594320	a06																																	
55718e690a92f44f758b4567	http://www.bcnsostenible.cat/web/punt/55718e690a92f44f758b4567	"Temps de Terra (del Camp)"	"Establiment on s'hi poden trobar productes directes de l'horta dels seus propietaris. S'hi poden trobar cerveses i vins ecològics. i també productes genuïns d'Amposta."		http://www.tempsdeterra.com						"Carrer del Camp, 51"	"Sarrià - Sant Gervasi"	"Sant Gervasi - la Bonanova"	2,13621060	41,40335240	a06																																	
557194b30a92f44e758b4567	http://www.bcnsostenible.cat/web/punt/557194b30a92f44e758b4567	"El Manà"	"• Alimentació ecològica / alimentación bio / organic food<br />
• Fruita i verdura fresca / fruta y verdura fresca / fresh fruit<br />
• Fleca / panadería / bakery<br />
• Cereals, llegums / cereales, legumbres / cereals, vegetables<br />
• Conserves / conservas / conserves<br />
• Carn i embotits / carne y embutidos / meat and sausages<br />
• Celler, begudes i sucs / bodega y bebidas / cellar and drinks<br />
• Alimentació infantil / alimentación infantil / infantile supply<br />
• Sense gluten / sin gluten / gluten free<br />
• Macrobiòtica / macrobiótica / macrobiotic<br />
• Comerç just / comercio justo / fair trade<br />
• Complements dietètics / complementos dietéticos / dietetic complements<br />
• Cosmètica ecològica / cosmética ecológica / organic cosmetics<br />
• Higiene personal / personal care<br />
• Neteja de la llar / limpieza del hogar / cleaning products<br />
• Qualitat / calidad / quality<br />
• Consum responsable / consumo responsable / responsible consumption<br />
• Sense pesticides / sin pesticidas / pesticides free<br />
• Sense hormones / sin hormonas / hormones free<br />
• Sense antibiòtics / sin antibióticos / antibiotics free<br />
• Sense estimulants / sin estimulantes / stimulants free<br />
• Sense adobs químics / sin abonos químicos / without chemical fertilizers<br />
• Sense conservants / sin conservantes / Without preservatives<br />
• Sense transgènics / sin transgénicos / trangenic free<br />
• Productes específics: / productos específicos: / specifics for:<br />
• Celíacs / celíacos / celiacs<br />
• Al•lèrgics lactosa, ou / alérgicos a la lactosa, huevo / lactose & egg allergic<br />
• Diabètics / diabéticos / diabetics<br />
• Veganas / veganas / vegan<br />
• Vegetarianes / vegetarianas / vegetarian"		http://www.ecomana.net						"Carrer València, 432"	Eixample	"Sagrada Família"	2,17607400	41,40214360	a06	a03	a04																															"Comerç Verd de Sagrada Família ( https://bcnsostenible.cat/web/itinerari/5809e1d924dd5df9188b4567 ), "
557546810a92f426638b4567	http://www.bcnsostenible.cat/web/punt/557546810a92f426638b4567	"Obbio food"	"Obbio ofereix una àmplia gamma de productes ecològics, vegetarians, vegans, kosher, així com per persones amb intoleràncies com celíacs i d'altres.<br />
També disposa d'un obrador amb gran oferta diària de plats vegetarians, llibreries amb acurada selecció de llibres sobre alimentació i un espai divulgatiu on s'imparteixen tallers i conferències sobre alimentació."		http://www.obbiofood.com		https://www.facebook.com/pages/category/Supermarket/OBBIO-FOOD-121475489248164/	https://twitter.com/obbiofood	https://www.facebook.com/pages/category/Supermarket/OBBIO-FOOD-121475489248164/	https://www.facebook.com/pages/category/Supermarket/OBBIO-FOOD-121475489248164/	"Carrer Muntaner, 177"	Eixample	"L'Antiga Esquerra de l'Eixample"	2,15216900	41,39198770	a03	a06																																"Comerç Verd de l'Antiga Esquerra de l'Eixample ( https://bcnsostenible.cat/web/itinerari/5900bd1124dd5d66688b4567 ), "
55754f720a92f426638b4568	http://www.bcnsostenible.cat/web/punt/55754f720a92f426638b4568	Bioté	"Productes Ecològics
<ul>
	<li>Bàsics bio: Cereals, pastes, llavors, llegums, diferents condiments. Entre la nostra varietat trobareu productes sense gluten i per vegans</li>
	<li>Frescos bio: Tofu, seitan, hamburgueses vegetals, iogurts ...</li>
	<li>Varietats d'algues, diferents salses de soja, fideus d'arròs.</li>
</ul>
<br />
Fruites i Verdures
<ul>
	<li>Bioté s'estableix com un punt de recollida on pots adquirir tu cistella setmanal de fruites i verdures del Maresme</li>
</ul>
Tenim una diversa selecció de te a granel. Podràs adquirir 100gr del te que més t'agradi. A la nostra botiga trobaràs cada dia un te diferent per degustar de forma gratuïta."		http://www.biotenatural.com						"Carrer Alsàcia, 14"	"Nou Barris"	"La Guineueta"	2,17118440	41,43813990	a03	a06	a09																															
55755af20a92f485778b4567	http://www.bcnsostenible.cat/web/punt/55755af20a92f485778b4567	Bioterra	"Botiga especialitzada en productes naturals i alimentació ecològica amb més de 20 anys d'experiència."		http://www.ecobioterra.es						"Passeig Maragall, 159"	"Horta - Guinardó"	"El Guinardó"	2,17907630	41,42201960	a03	a06																																
557560250a92f4c6788b4567	http://www.bcnsostenible.cat/web/punt/557560250a92f4c6788b4567	Tastyhouse	"Una experiència que estimula els sentits i permet viatjar a través de diferents cultures culinàries.<br />
Així és TastyHouse, un concepte cosmopolita de venda de productes a granel."		http://www.tastyhouse.es						"Carrer Manuel de Falla, 22"	"Sarrià - Sant Gervasi"	Sarrià	2,12530440	41,39366550	a06																																	
557565070a92f4c6788b4568	http://www.bcnsostenible.cat/web/punt/557565070a92f4c6788b4568	"Los Álamos"	"Establiment on es venen tes, herbes i espècies."								"Carrer Casp, 139"	Eixample	"Fort Pienc"	2,18101700	41,39725510	a06																																	
557566a80a92f4c5788b4568	http://www.bcnsostenible.cat/web/punt/557566a80a92f4c5788b4568	"BLN La Casa del Té"	"Establiment on es venen tes, herbes i espècies a granel."		https://www.facebook.com/BlnLaCasaDelTe						"Carrer Escorial, 36"	Gràcia	"Camp d'en Grassot i Gràcia Nova"	2,16164190	41,40713260	a06																																	
557569c70a92f4c5788b4569	http://www.bcnsostenible.cat/web/punt/557569c70a92f4c5788b4569	"Bo Bo i Bo"	"Bo bo i bo és una botiga barcelonesa dedicada a oferir productes d'òptima qualitat (fruits secs, llavors, cereals, tes, herbes i espècies, llegums, fruites deshidratades, mels, melmelades ...)."		http://www.boboibo.es		https://www.facebook.com/boboibo.es/		https://www.facebook.com/boboibo.es/	https://www.facebook.com/boboibo.es/	"Carrer d'Alcúdia 49"	"Nou Barris"	Porta	2,17439120	41,43615620	a06																																	
